category,sub_category,company_url
"Aliments, boissons & tabac",Vignoble,https://fr.trustpilot.com/review/aumerade.com
"Aliments, boissons & tabac",Épicerie fine,https://fr.trustpilot.com/review/comptoir-irlandais.com
"Aliments, boissons & tabac",Épicerie japonaise,https://fr.trustpilot.com/review/lemarchejaponais.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/biofan.com
Animaux,Animalerie,https://fr.trustpilot.com/review/green-normandy.com
Animaux,Animalerie,https://fr.trustpilot.com/review/medicanimal.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/auberdog.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.dog-sports.com
Animaux,Animalerie,https://fr.trustpilot.com/review/vetality.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.animauxvillas.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.polytrans.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/medailleschien.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.equirodi.com
Animaux,Animalerie,https://fr.trustpilot.com/review/animaleco.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.petmeds.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.ouaf-ouaf.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/medpets.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/canineo.com
Animaux,Animalerie,https://fr.trustpilot.com/review/oiseaux-mania.com
Animaux,Animalerie,https://fr.trustpilot.com/review/fenril.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/zoomalia.com
Animaux,Animalerie,https://fr.trustpilot.com/review/brekz.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.jaco-animaux.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.onlineboutik.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/akouashop.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.code-promo-animalerie.com
Animaux,Animalerie,https://fr.trustpilot.com/review/bestinshow.pro
Animaux,Animalerie,https://fr.trustpilot.com/review/www.lepetitmalin.net
Animaux,Animalerie,https://fr.trustpilot.com/review/mainecoonworldstore.com
Animaux,Animalerie,https://fr.trustpilot.com/review/animaleriedunet.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/zcommezoo.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.lafermedesanimaux.com
Animaux,Animalerie,https://fr.trustpilot.com/review/petdesign.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.zooplus.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.pets-easy.com
Animaux,Animalerie,https://fr.trustpilot.com/review/laboutiqueduchat.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/www.ardengrange.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/padmee.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/petsonic.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/lacompagniedesanimaux.com
Animaux,Animalerie,https://fr.trustpilot.com/review/easypets.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/vetostore.com
Animaux,Animalerie,https://fr.trustpilot.com/review/floraquatic.com
Animaux,Animalerie,https://fr.trustpilot.com/review/animalerie-boutique.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.doudoufamille.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.jaiplusdecroquettes.com
Animaux,Animalerie,https://fr.trustpilot.com/review/aquaplante.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/apiculteur49.fr
Animaux,Animalerie,https://fr.trustpilot.com/review/croquettes-chien-chat.com
Animaux,Animalerie,https://fr.trustpilot.com/review/www.wanimo.com
Animaux,Animalerie,https://fr.trustpilot.com/review/morinfrance.com
Animaux,Animalerie,https://fr.trustpilot.com/review/laboutiqueveterinaire.com
Animaux,Animalerie,https://fr.trustpilot.com/review/parapharma-veterinaire.com
Animaux,Animalerie,https://fr.trustpilot.com/review/animilo.fr
Animaux,Aquarium,https://fr.trustpilot.com/review/animaleco.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/equisante.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/chevaletmoi.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/kramer.fr
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/kvalcade.fr
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/cheval-energy.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/www.equitationprivee.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/distrihorse33.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/www.majesko.com
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/equistore.fr
Animaux,Centre de randonnée équestre,https://fr.trustpilot.com/review/www.esprit-equitation.com
Animaux,Garde d'animaux de compagnie,https://fr.trustpilot.com/review/www.amimalin.com
Animaux,Garde d'animaux de compagnie,https://fr.trustpilot.com/review/garde-animaux-tourcoing.000webhostapp.com
Animaux,Garde d'animaux de compagnie,https://fr.trustpilot.com/review/www.animaute.fr
Animaux,Garde d'animaux de compagnie,https://fr.trustpilot.com/review/caline-animaux.fr
Animaux,Garde d'animaux de compagnie,https://fr.trustpilot.com/review/yoopies.fr
Animaux,Magasin d'alimentation animale,https://fr.trustpilot.com/review/elmut.fr
Animaux,Magasin d'alimentation animale,https://fr.trustpilot.com/review/tomojo.co
Animaux,Magasin d'alimentation animale,https://fr.trustpilot.com/review/animaleco.com
Animaux,Magasin d'alimentation animale,https://fr.trustpilot.com/review/croqlavie.fr
Animaux,Magasin d'alimentation animale,https://fr.trustpilot.com/review/hectorkitchen.com
Animaux,Magasin d'aquariophilie,https://fr.trustpilot.com/review/animaleco.com
Animaux,Magasin d'articles pour animaux,https://fr.trustpilot.com/review/maisonmedor.fr
Animaux,Magasin d'articles pour animaux,https://fr.trustpilot.com/review/la-box-naturelle.fr
Animaux,Magasin d'articles pour animaux,https://fr.trustpilot.com/review/animaleco.com
Animaux,Magasin d'articles pour animaux,https://fr.trustpilot.com/review/www.hiltonherbs.fr
Animaux,Magasin d'articles pour animaux,https://fr.trustpilot.com/review/procanina.com
Animaux,Service d'adoption d'animaux de compagnie,https://fr.trustpilot.com/review/uncompagnon.fr
Animaux,Service d'assistance,https://fr.trustpilot.com/review/www.illicoveto.com
Animaux,Vétérinaire,https://fr.trustpilot.com/review/produits-veto.com
Animaux,Vétérinaire,https://fr.trustpilot.com/review/petduka.fr
Animaux,Vétérinaire,https://fr.trustpilot.com/review/france-veto.com
Argent & assurance,Administration immobilière,https://fr.trustpilot.com/review/www.plusse.co
Argent & assurance,Administration immobilière,https://fr.trustpilot.com/review/mybed-inparis.fr
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.equitanet.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.prixassurancevie.ca
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/leboncourtier.fr
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.assurprox.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.asdugrandlyon.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/assurance-et-mutuelle.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.international-sante.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.lelynx.fr
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.meilleurtauxsolutions.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.credimedia.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.credit-assurance.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/2a-assurances.fr
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/acommeassure.com
Argent & assurance,Agence d'assurance,https://fr.trustpilot.com/review/www.santors.fr
